,rank_year,ranks,title,author,no_of_reviews,ratings,price,cover_type,genre
440,2013,48.0,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,7980.0,4.7,12.27,Paperback,Non Fiction
441,2013,49.0,To Kill a Mockingbird,Harper Lee,68841.0,4.8,17.36,Mass Market Paperback,Fiction
442,2013,50.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,6296.0,4.6,20.72,Hardcover,Non Fiction
443,2013,51.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,33629.0,4.8,14.54,Hardcover,Non Fiction
444,2013,52.0,Ender's Game (The Ender Quintet),Orson Scott Card,18398.0,4.6,21.5,Mass Market Paperback,Fiction
445,2013,53.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,29674.0,4.7,6.92,Paperback,Non Fiction
446,2013,54.0,"The Cuckoo's Calling (A Cormoran Strike Novel, 1)",Robert Galbraith,27919.0,4.2,16.68,Hardcover,Fiction
447,2013,55.0,What to Expect When You're Expecting,Heidi Murkoff,29389.0,4.8,18.0,Paperback,Non Fiction
448,2013,56.0,America the Beautiful: Rediscovering What Made This Nation Great,Ben Carson  M.D.,3826.0,4.8,10.61,Paperback,Non Fiction
449,2013,57.0,The Liberty Amendments: Restoring the American Republic,Mark R. Levin,4052.0,4.8,17.36,Hardcover,Non Fiction
450,2013,58.0,ZEALOT: The Life and Times of Jesus of Nazareth,Reza Aslan,7011.0,4.4,16.5,Hardcover,Non Fiction
451,2013,59.0,The One and Only Ivan,Katherine Applegate,19881.0,4.8,11.8,Hardcover,Fiction
452,2013,60.0,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,5803.0,4.5,16.5,Hardcover,Non Fiction
453,2013,61.0,SI-COLOGY 1: Tales and Wisdom from Duck Dynasty's Favorite Uncle,Si Robertson,2029.0,4.7,8.24,Hardcover,Non Fiction
454,2013,62.0,"IT'S ALL GOOD: Delicious, Easy Recipes That Will Make You Look Good and Feel Great",Gwyneth Paltrow,1418.0,4.4,24.78,Hardcover,Non Fiction
455,2013,63.0,Outliers: The Story of Success,Malcolm Gladwell,22209.0,4.7,15.71,Paperback,Non Fiction
456,2013,64.0,Jerusalem: A Cookbook,Yotam Ottolenghi,5149.0,4.8,19.39,Hardcover,Non Fiction
457,2013,65.0,"Becoming a Supple Leopard: Movement, Mobility, and Maintenance of the Human Animal",Kelly Starrett,1483.0,4.7,35.47,Hardcover,Non Fiction
458,2013,66.0,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,7763.0,4.6,9.64,Hardcover,Non Fiction
459,2013,67.0,Looking for Alaska,John Green,16845.0,4.6,8.99,Paperback,Fiction
460,2013,68.0,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,9853.0,4.6,13.71,Hardcover,Non Fiction
461,2013,69.0,Love You Forever,Robert Munsch,53161.0,4.9,4.98,Paperback,Fiction
462,2013,70.0,The Perks of Being a Wallflower,Stephen Chbosky,23935.0,4.7,12.69,Paperback,Fiction
463,2013,71.0,Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,Diane Sanfilippo,4391.0,4.6,14.5,Paperback,Non Fiction
464,2013,72.0,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,38220.0,4.6,19.49,Paperback,Fiction
465,2013,73.0,"The FastDiet: Lose Weight, Stay Healthy, and Live Longer with the Simple Secret of Intermittent Fasting",Dr Dr Michael Mosley,11176.0,4.3,13.32,Hardcover,Non Fiction
466,2013,74.0,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,11859.0,4.9,15.79,Hardcover,Non Fiction
467,2013,75.0,Divergent / Insurgent,Veronica Roth,19457.0,4.6,15.99,Hardcover,Fiction
468,2013,76.0,How to Win Friends & Influence People,Dale Carnegie,79094.0,4.7,10.5,Paperback,Non Fiction
469,2013,77.0,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Doris Kearns Goodwin,2638.0,4.6,22.07,Hardcover,Non Fiction
470,2013,78.0,The Hunger Games (Book 1),Suzanne Collins,42770.0,4.7,11.69,Paperback,Fiction
471,2013,79.0,ObamaCare Survival Guide: The Affordable Care Act and What It Means for You and Your Healthcare,Nick J. Tate,1003.0,3.8,9.2,Paperback,Non Fiction
472,2013,80.0,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,19005.0,4.7,9.49,Paperback,Fiction
473,2013,81.0,The Immortal Life of Henrietta Lacks,Rebecca Skloot,16936.0,4.7,12.1,Paperback,Non Fiction
474,2013,82.0,Night (Night),Elie Wiesel,8573.0,4.7,5.49,Paperback,Non Fiction
475,2013,83.0,Fifty Shades Darker,E L James,32887.0,4.5,13.99,Paperback,Fiction
476,2013,84.0,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,9950.0,4.5,12.99,Paperback,Non Fiction
477,2013,85.0,"Forks Over Knives: The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",Del Sroufe,13075.0,4.5,9.79,Paperback,Non Fiction
478,2013,86.0,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)",E L James,32375.0,4.5,13.88,Paperback,Fiction
479,2013,87.0,The Alchemist,Paulo Coelho,3816.0,4.7,25.0,Paperback,Fiction
480,2013,88.0,The Catcher in the Rye,J.D. Salinger,30925.0,4.5,8.99,Mass Market Paperback,Fiction
481,2013,89.0,Mindset: The New Psychology of Success,Carol S. Dweck,13911.0,4.6,8.55,Paperback,Non Fiction
482,2013,90.0,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,2277.0,4.4,19.59,Hardcover,Non Fiction
483,2013,91.0,MyMathLab: Student Access Kit,Hall H Pearson Education,4558.0,4.2,75.49,Printed Access Code,Non Fiction
484,2013,92.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,24552.0,4.8,9.48,Paperback,Non Fiction
485,2013,93.0,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,22727.0,4.7,19.19,Hardcover,Non Fiction
486,2013,94.0,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,Naoki Higashida,7514.0,4.7,16.39,Hardcover,Non Fiction
487,2013,95.0,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",Tom Rath,2349.0,4.5,15.64,Hardcover,Non Fiction
488,2013,96.0,Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,Kaplan,463.0,4.3,9.87,Paperback,Non Fiction
489,2013,97.0,The Longest Ride,Nicholas Sparks,13380.0,4.7,16.25,Hardcover,Fiction
490,2013,98.0,Life Code: The New Rules for Winning in the Real World,Phil McGraw,3901.0,4.4,15.59,Hardcover,Non Fiction
491,2013,99.0,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,9887.0,4.5,12.8,Hardcover,Non Fiction
492,2013,100.0,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",Robert Jordan,13061.0,4.8,19.81,Hardcover,Fiction
493,2014,1.0,StrengthsFinder 2.0,Gallup,7082.0,4.1,18.29,Hardcover,Non Fiction
494,2014,2.0,Frozen (Little Golden Book),RH Disney,7183.0,4.8,5.91,Hardcover,Fiction
495,2014,3.0,Laugh-Out-Loud Jokes for Kids,Rob Elliott,10751.0,4.6,4.99,Paperback,Non Fiction
496,2014,4.0,The Fault in Our Stars,John Green,62089.0,4.7,6.1,Paperback,Fiction
497,2014,5.0,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,13520.0,4.8,11.99,Hardcover,Fiction
498,2014,6.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,18840.0,4.7,13.3,Hardcover,Non Fiction
499,2014,7.0,"The Blood of Olympus (The Heroes of Olympus, 5)",Rick Riordan,15170.0,4.8,11.49,Hardcover,Fiction
500,2014,8.0,"Jesus Calling, Padded Hardcover, with Scripture references",Sarah Young,31196.0,4.9,7.53,Hardcover,Non Fiction
501,2014,9.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,33629.0,4.8,12.79,Paperback,Non Fiction
502,2014,10.0,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4838.0,4.6,6.99,Paperback,Fiction
503,2014,11.0,The Day the Crayons Quit,Drew Daywalt,19898.0,4.8,9.19,Hardcover,Fiction
504,2014,12.0,Divergent,Veronica Roth,9701.0,4.7,8.0,Paperback,Fiction
505,2014,13.0,The Fault in Our Stars,John Green,62089.0,4.7,11.06,Hardcover,Fiction
506,2014,14.0,"Oh, the Places You'll Go!",Dr. Seuss,42848.0,4.9,8.48,Hardcover,Fiction
507,2014,15.0,To Kill a Mockingbird,Harper Lee,68841.0,4.8,17.36,Mass Market Paperback,Fiction
508,2014,16.0,Gone Girl,Gillian Flynn,66978.0,4.1,15.99,Paperback,Fiction
509,2014,17.0,The Book Thief,Markus Zusak,34536.0,4.7,6.99,Paperback,Fiction
510,2014,18.0,The Official SAT Study Guide,The College Board,1526.0,4.4,41.0,Paperback,Non Fiction
511,2014,19.0,Humans of New York,Brandon Stanton,5377.0,4.8,15.38,Hardcover,Non Fiction
512,2014,20.0,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,42846.0,4.0,22.33,Hardcover,Fiction
513,2014,21.0,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,12114.0,4.7,144.0,Paperback,Non Fiction
514,2014,22.0,Wonder,R. J. Palacio,35698.0,4.8,9.67,Hardcover,Fiction
515,2014,23.0,The Book with No Pictures,B. J. Novak,16882.0,4.8,9.9,Hardcover,Fiction
516,2014,24.0,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,5033.0,4.9,9.99,Hardcover,Fiction
517,2014,25.0,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,7012.0,4.7,23.99,Paperback,Non Fiction
518,2014,26.0,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Rob Elliott,5687.0,4.5,4.44,Paperback,Fiction
519,2014,27.0,JOURNEY TO THE ICE P,RH Disney,1094.0,4.6,8.15,Paperback,Fiction
520,2014,28.0,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,12674.0,4.5,24.29,Paperback,Non Fiction
521,2014,29.0,Little Blue Truck,Alice Schertle,1958.0,4.9,9.99,Board book,Fiction
522,2014,30.0,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,2226.0,4.6,17.4,Hardcover,Non Fiction
523,2014,31.0,First 100 Words: A Padded Board Book,Roger Priddy,35236.0,4.7,4.78,Board book,Non Fiction
524,2014,32.0,If I Stay,Gayle Forman,9994.0,4.4,9.99,Paperback,Fiction
525,2014,33.0,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,33321.0,4.7,25.64,Mass Market Paperback,Fiction
526,2014,34.0,Divergent / Insurgent,Veronica Roth,19457.0,4.6,15.99,Hardcover,Fiction
527,2014,35.0,Capital in the Twenty First Century,Thomas Piketty,4573.0,4.5,19.38,Hardcover,Non Fiction
528,2014,36.0,Orphan Train,Christina Baker Kline,25199.0,4.6,11.78,Paperback,Fiction
529,2014,37.0,Mindset: The New Psychology of Success,Carol S. Dweck,13911.0,4.6,8.55,Paperback,Non Fiction
530,2014,38.0,How to Win Friends & Influence People,Dale Carnegie,79094.0,4.7,10.5,Paperback,Non Fiction
531,2014,39.0,The Very Hungry Caterpillar,Eric Carle,54008.0,4.9,4.93,Board book,Fiction
532,2014,40.0,All the Light We Cannot See,Anthony Doerr,67291.0,4.6,18.98,Hardcover,Fiction
533,2014,41.0,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,7763.0,4.6,9.64,Hardcover,Non Fiction
534,2014,42.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,33629.0,4.8,14.54,Hardcover,Non Fiction
535,2014,43.0,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,14418.0,4.6,25.99,Hardcover,Non Fiction
536,2014,44.0,The Alchemist,Paulo Coelho,3816.0,4.7,25.0,Paperback,Fiction
537,2014,45.0,Looking for Alaska,John Green,16845.0,4.6,8.99,Paperback,Fiction
538,2014,46.0,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,18656.0,4.5,6.79,Paperback,Fiction
539,2014,47.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,31128.0,4.8,14.03,Paperback,Non Fiction
540,2014,48.0,Love You Forever,Robert Munsch,53161.0,4.9,4.98,Paperback,Fiction
541,2014,49.0,The Maze Runner (Book 1),James Dashner,15611.0,4.6,9.57,Paperback,Fiction
542,2014,51.0,Allegiant,Veronica Roth,24591.0,3.9,12.04,Hardcover,Fiction
543,2014,52.0,Yes Please,Amy Poehler,5531.0,4.3,15.99,Hardcover,Non Fiction
544,2014,53.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,6269.0,4.6,20.72,Hardcover,Non Fiction
545,2014,54.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,86676.0,4.7,7.74,Paperback,Non Fiction
546,2014,55.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,9187.0,4.7,17.99,Paperback,Non Fiction
547,2014,56.0,41: A Portrait of My Father,George W. Bush,2722.0,4.7,9.98,Hardcover,Non Fiction
548,2014,57.0,Minecraft: The Complete Handbook Collection,Stephanie Milton,1410.0,4.8,65.0,Hardcover,Fiction
549,2014,58.0,Frozen: A Tale of Two Sisters,Melissa Lagonegro,1123.0,4.6,4.99,Paperback,Fiction
550,2014,59.0,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,9349.0,4.9,10.25,Hardcover,Fiction
551,2014,60.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,29674.0,4.7,6.92,Paperback,Non Fiction
552,2014,61.0,Divergent / Insurgent / Allegiant,Veronica Roth,3064.0,4.7,62.5,Hardcover,Fiction
553,2014,62.0,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,17368.0,4.7,10.24,Paperback,Non Fiction
554,2014,63.0,Flash Boys,Michael Lewis,6241.0,4.6,16.73,Hardcover,Non Fiction
555,2014,64.0,Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,Rush Limbaugh,4504.0,4.9,9.99,Hardcover,Fiction
556,2014,65.0,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,26368.0,4.8,5.0,Board book,Fiction
557,2014,66.0,The Going-To-Bed Book,Sandra Boynton,15393.0,4.8,3.97,Board book,Fiction
558,2014,67.0,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R. R. Martin,7640.0,4.8,53.99,Hardcover,Fiction
559,2014,68.0,The Real ACT Prep Guide,ACT,804.0,4.4,10.71,Paperback,Non Fiction
560,2014,69.0,Gray Mountain: A Novel,John Grisham,28293.0,4.1,16.21,Hardcover,Fiction
561,2014,70.0,What to Expect When You're Expecting,Heidi Murkoff,29389.0,4.8,18.0,Paperback,Non Fiction
562,2014,71.0,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,11859.0,4.9,15.79,Hardcover,Non Fiction
563,2014,72.0,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,8182.0,4.5,16.2,Hardcover,Non Fiction
564,2014,73.0,The Invention of Wings,Sue Monk Kidd,19656.0,4.7,19.3,Hardcover,Fiction
565,2014,74.0,Lord of the Flies,William Golding,31815.0,4.6,5.99,Mass Market Paperback,Fiction
566,2014,75.0,Night (Night),Elie Wiesel,8573.0,4.7,5.49,Paperback,Non Fiction
567,2014,76.0,The Catcher in the Rye,J.D. Salinger,30926.0,4.5,8.99,Mass Market Paperback,Fiction
568,2014,77.0,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,278.0,4.6,15.29,Hardcover,Non Fiction
569,2014,78.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,24552.0,4.8,9.48,Paperback,Non Fiction
570,2014,79.0,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",Gina Homolka,8256.0,4.7,17.69,Hardcover,Non Fiction
571,2014,80.0,Fahrenheit 451,Ray Bradbury,34955.0,4.6,8.29,Paperback,Fiction
572,2014,81.0,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,20089.0,4.9,14.48,Hardcover,Fiction
573,2014,82.0,Paper Towns,John Green,10316.0,4.4,7.68,Paperback,Fiction
574,2014,83.0,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,6281.0,4.6,7.5,Paperback,Non Fiction
575,2014,84.0,1984,George Orwell,72441.0,4.7,7.48,Mass Market Paperback,Fiction
576,2014,85.0,The Outsiders,S. E. Hinton,30584.0,4.8,9.49,Paperback,Fiction
577,2014,86.0,MONEY Master the Game: 7 Simple Steps to Financial Freedom,Tony Robbins,10710.0,4.6,14.86,Hardcover,Non Fiction
578,2014,87.0,Goodnight Moon,Margaret Wise Brown,24815.0,4.9,5.36,Board book,Fiction
579,2014,88.0,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,20015.0,4.6,13.47,Paperback,Non Fiction
580,2014,89.0,Revival: A Novel,Stephen King,11359.0,4.3,23.3,Hardcover,Fiction
581,2014,90.0,Giraffes Can't Dance,Giles Andreae,28447.0,4.8,6.9,Board book,Fiction
582,2014,91.0,Minecraft: Redstone Handbook: An Official Mojang Book,Scholastic,842.0,4.7,18.23,Hardcover,Fiction
583,2014,92.0,Of Mice and Men,John Steinbeck,25434.0,4.7,9.99,Mass Market Paperback,Fiction
584,2014,93.0,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,JJ Smith,32825.0,4.7,25.75,Paperback,Non Fiction
585,2014,94.0,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,9891.0,4.7,20.97,Paperback,Non Fiction
586,2014,95.0,A Day in the Sun (Disney Frozen) (Pictureback(R)),Frank Berrios,734.0,4.6,3.99,Paperback,Fiction
587,2014,96.0,The Giver (Giver Quartet),Lois Lowry,26262.0,4.7,17.1,Mass Market Paperback,Fiction
588,2014,97.0,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,33598.0,4.9,4.59,Board book,Fiction
589,2014,98.0,Against All Grain: Delectable Paleo Recipes To Eat Well And Feel Great,Danielle Walker,3350.0,4.7,20.0,Paperback,Non Fiction
590,2014,99.0,Minecraft: Essential Handbook,Stephanie Milton,867.0,4.7,18.68,Hardcover,Fiction
591,2014,100.0,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,5803.0,4.5,16.5,Hardcover,Non Fiction
592,2015,1.0,First 100 Words: A Padded Board Book,Roger Priddy,35236.0,4.7,4.78,Board book,Non Fiction
593,2015,2.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,28111.0,4.5,8.32,Hardcover,Non Fiction
594,2015,3.0,Laugh-Out-Loud Jokes for Kids,Rob Elliott,10751.0,4.6,4.99,Paperback,Non Fiction
595,2015,4.0,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Johanna Basford,15022.0,4.7,9.99,Paperback,Non Fiction
596,2015,5.0,StrengthsFinder 2.0,Gallup,7082.0,4.1,18.29,Hardcover,Non Fiction
597,2015,6.0,Go Set a Watchman: A Novel,Harper Lee,18592.0,3.7,15.83,Hardcover,Fiction
598,2015,7.0,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)",Johanna Basford,8106.0,4.7,12.15,Paperback,Non Fiction
599,2015,8.0,All the Light We Cannot See,Anthony Doerr,67291.0,4.6,18.98,Hardcover,Fiction
600,2015,9.0,The Girl on the Train,Paula Hawkins,91515.0,4.1,14.24,Hardcover,Fiction
601,2015,10.0,Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,4253.0,4.5,6.91,Paperback,Non Fiction
602,2015,11.0,Diary of a Wimpy Kid #10: Old School,Jeff Kinney,14243.0,4.8,8.78,Hardcover,Fiction
603,2015,12.0,To Kill a Mockingbird,Harper Lee,68842.0,4.8,17.36,Mass Market Paperback,Fiction
604,2015,13.0,Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,3924.0,4.6,7.99,Paperback,Non Fiction
605,2015,14.0,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,3138.0,4.5,8.49,Paperback,Non Fiction
606,2015,15.0,Humans of New York : Stories,Brandon Stanton,5061.0,4.9,16.12,Hardcover,Non Fiction
607,2015,16.0,The Martian,Andy Weir,51405.0,4.7,10.41,Paperback,Fiction
608,2015,17.0,"Oh, the Places You'll Go!Â Â ",Dr. Seuss,42848.0,4.9,8.48,Hardcover,Fiction
609,2015,18.0,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Rob Elliott,5687.0,4.5,4.44,Paperback,Fiction
610,2015,19.0,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,26368.0,4.8,5.0,Board book,Fiction
611,2015,20.0,The Day the Crayons Quit,Drew Daywalt,19898.0,4.8,9.19,Hardcover,Fiction
612,2015,21.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,31128.0,4.8,14.03,Paperback,Non Fiction
613,2015,22.0,"Jesus Calling, Padded Hardcover, with Scripture references",Sarah Young,31196.0,4.9,7.53,Hardcover,Non Fiction
614,2015,23.0,Mindset: The New Psychology of Success,Carol S. Dweck,13911.0,4.6,8.55,Paperback,Non Fiction
615,2015,24.0,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)",E L James,37799.0,4.5,12.76,Paperback,Fiction
616,2015,25.0,Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,5114.0,4.8,5.99,Paperback,Non Fiction
617,2015,26.0,How to Win Friends & Influence People,Dale Carnegie,79094.0,4.7,10.5,Paperback,Non Fiction
618,2015,27.0,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,69866.0,4.8,7.57,Paperback,Non Fiction
619,2015,28.0,Balance (Angie's  Extreme Stress Menders),Angie Grace,2270.0,4.6,11.95,Paperback,Non Fiction
620,2015,29.0,Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,5205.0,4.7,5.38,Paperback,Non Fiction
621,2015,30.0,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,14418.0,4.6,25.99,Hardcover,Non Fiction
622,2015,31.0,Giraffes Can't Dance,Giles Andreae,28447.0,4.8,6.9,Board book,Fiction
623,2015,32.0,Wonder,R. J. Palacio,35698.0,4.8,9.67,Hardcover,Fiction
624,2015,33.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,9187.0,4.7,17.99,Paperback,Non Fiction
625,2015,34.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,86676.0,4.7,7.74,Paperback,Non Fiction
626,2015,35.0,Being Mortal: Medicine and What Matters in the End,Atul Gawande,19284.0,4.8,16.0,Hardcover,Non Fiction
627,2015,36.0,Love You Forever,Robert Munsch,53161.0,4.9,4.98,Paperback,Fiction
628,2015,37.0,The Very Hungry Caterpillar,Eric Carle,54008.0,4.9,4.93,Board book,Fiction
629,2015,38.0,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,12674.0,4.5,24.29,Paperback,Non Fiction
630,2015,39.0,Between the World and Me,Ta-Nehisi Coates,20038.0,4.7,12.92,Hardcover,Non Fiction
631,2015,40.0,Baby Touch and Feel: Animals,DK,10680.0,4.7,5.67,Board book,Non Fiction
632,2015,41.0,The Book with No Pictures,B. J. Novak,16882.0,4.8,9.9,Hardcover,Fiction
633,2015,42.0,The Wright Brothers,David McCullough,7924.0,4.7,14.5,Hardcover,Non Fiction
634,2015,43.0,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,2601.0,4.6,5.38,Paperback,Non Fiction
635,2015,44.0,The Nightingale: A Novel,Kristin Hannah,99932.0,4.8,16.26,Hardcover,Fiction
636,2015,45.0,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve Supper",Ree Drummond,8083.0,4.8,14.44,Hardcover,Non Fiction
637,2015,46.0,What Pet Should I Get? (Classic Seuss),Dr. Seuss,6169.0,4.8,8.73,Hardcover,Fiction
638,2015,47.0,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,6646.0,4.7,19.39,Hardcover,Non Fiction
639,2015,48.0,Harry Potter Coloring Book,Scholastic,10136.0,4.8,14.39,Paperback,Non Fiction
640,2015,49.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,19371.0,4.6,9.99,Paperback,Non Fiction
641,2015,50.0,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,15554.0,4.6,14.68,Hardcover,Non Fiction
642,2015,51.0,Diary of a Minecraft Zombie Book 1: A Scare of A Dare,Zack Zombie,12855.0,4.7,5.71,Paperback,Fiction
643,2015,52.0,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,18656.0,4.5,6.79,Paperback,Fiction
644,2015,53.0,Lost Ocean: An Inky Adventure and Coloring Book for Adults,Johanna Basford,8066.0,4.7,14.95,Paperback,Non Fiction
645,2015,54.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,6296.0,4.6,20.72,Hardcover,Non Fiction
646,2015,55.0,The Official SAT Study Guide,The College Board,1526.0,4.4,41.0,Paperback,Non Fiction
647,2015,56.0,10-Day Green Smoothie Cleanse,JJ Smith,32825.0,4.7,9.05,Paperback,Non Fiction
648,2015,57.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,29674.0,4.7,6.92,Paperback,Non Fiction
649,2015,58.0,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,33598.0,4.9,4.59,Board book,Fiction
650,2015,59.0,The Day the Crayons Came Home,Drew Daywalt,5389.0,4.9,13.64,Hardcover,Fiction
651,2015,60.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,18840.0,4.7,13.3,Hardcover,Non Fiction
652,2015,61.0,Paper Towns,John Green,10316.0,4.4,7.68,Paperback,Fiction
